RecNo,Individual,ID_2,Region,Species,Waterbody,Population,Species_pair?,Salinity,Ecotype,Sex,Age,Plates,Plate_2,Length,Weight,Mt_haplotype,Date
477,Uist22CLAM3,,Uist,Gas_acu,CLAC,CLAM,2,1,anad,,,,,,,Eu,
478,Uist22CLAM4,,Uist,Gas_acu,CLAC,CLAM,2,1,anad,,,,,,,At,
479,Uist22CLAM5,,Uist,Gas_acu,CLAC,CLAM,2,1,anad,,,,,,,At,
480,Uist22CLAM6,,Uist,Gas_acu,CLAC,CLAM,2,1,anad,,,,,,,At,
481,Uist22CLAM7,,Uist,Gas_acu,CLAC,CLAM,2,1,anad,,,,,,,Eu,
482,Uist22CLAM8,,Uist,Gas_acu,CLAC,CLAM,2,1,anad,,,,,,,Eu,
483,Uist22CLAM9,,Uist,Gas_acu,CLAC,CLAM,2,1,anad,,,,,,,At,
484,Uist22x81female,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,F,,Complete,,,,Eu,25/05/2022
485,Uist22x81male,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,M,,Complete,,,,Eu,25/05/2022
486,Uist22x82female,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,F,,Complete,,,,At,25/05/2022
487,Uist22x82male,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,M,,Complete,,,,At,25/05/2022
488,Uist22x83female,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,F,,Complete,,,,Eu,25/05/2022
489,Uist22x83male,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,M,,Complete,,,,At,25/05/2022
490,Uist22x84female,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,F,,Complete,,,,At,25/05/2022
491,Uist22x84male,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,M,,Complete,,,,Eu,25/05/2022
492,Uist22x85female,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,F,,Complete,,,,Eu,25/05/2022
493,Uist22x85male,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,M,,Complete,,,,At,25/05/2022
494,Uist22x86female,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,F,,Complete,,,,At,25/05/2022
495,Uist22x86male,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,M,,Complete,,,,Eu,25/05/2022
496,Uist22x87female,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,F,,Complete,,,,At,25/05/2022
497,Uist22x87male,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,M,,Complete,,,,At,25/05/2022
498,Uist22x88female,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,F,,Complete,,,,At,25/05/2022
499,Uist22x88male,,Uist,Gas_acu,BHRU,BHST,2,0,anad,M,,Complete,,,,Eu,25/05/2022
500,Uist22x89male,,Uist,Gas_acu,BHRU,BHST,2,0,anad,M,,Complete,,,,At,25/05/2022
501,Uist22x90female,,Uist,Gas_acu,BHRU,BHRU,2,0,anad,F,,Complete,,,,Eu,25/05/2022
502,Uist22x90male,,Uist,Gas_acu,BHRU,BHST,2,0,anad,M,,Complete,,,,Eu,25/05/2022
503,Uist22x91male,,Uist,Gas_acu,BHRU,BHST,2,0,anad,M,,Complete,,,,At,25/05/2022
504,Uist22x92female,,Uist,Gas_acu,BHRU,BHST,2,0,anad,F,,Complete,,,,At,25/05/2022
505,Uist22x92male,,Uist,Gas_acu,BHRU,BHST,2,0,anad,M,,Complete,,,,Eu,25/05/2022
506,Uist22x93male,,Uist,Gas_acu,BHRU,BHST,2,0,anad,M,,Complete,,,,At,25/05/2022
